item_name,clean,label_ground,ml_label_v3,ml_conf_v3
Ba Rọi Heo Nga,ba rọi heo nga,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.985
Ba Rọi Heo C.P,ba rọi heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Meat Deli Thịt Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.997
Thit Dui Heo G,thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Vato5 Thit Dui Heo G,vato5 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.993
Vat05 Thit Dui Heo G,vat05 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vatos Thit Dui Heo G,vatos thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.992
Thit Dui Heo G,thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Vatos Thit Dui Heo G,vatos thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.992
Thit Dui Heo G,thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Vat05 Thit Dui Heo G,vat05 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vato5 Thit Dui Heo G,vato5 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.993
Vatos Thit Dui Heo G,vatos thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.992
04) Vato5 Thit Dui Heo G,04 vato5 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.986
Vat05 Thit Dui Heo G,vat05 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.991
Vato5 Thịt Đùi Heo G,vato5 thịt đùi heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.976
Thit Dui Heo G,thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Vato5 Thit Dui Heo G,vato5 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.993
Vato5 Thit Dui Heo G,vato5 thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.993
Vatos Thit Dui Heo G,vatos thit dui heo g,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.992
Ba Chỉ Heo Nướng,ba chỉ heo nướng,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Nạc Vai Bò Mỹ,nạc vai bò mỹ,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.986
M01 - Ba Roi Bo Hap Kho Qua,m01 - ba roi bo hap kho qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.936
Thit Lon Nac Vai Xay Cp,thit lon nac vai xay cp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.977
Thịt Đùi Heo C.P,thịt đùi heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.993
Sườn Non Heo C.P,sườn non heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Meat Deli [Sig] Ba Roi Dac Biet,meat deli sig ba roi dac biet,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.944
Mon Cuon Heo Quay,mon cuon heo quay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.967
Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.999
Chân Giò Heo Đức,chân giò heo đức,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.977
Ba Roi Heo Sot Bbq,ba roi heo sot bbq,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.917
Bắp Giò Rút Xương (Cuộn Chỉ) (Kg),bắp giò rút xương cuộn chỉ kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.892
Thịt Đùi Heo (Kg),thịt đùi heo kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.994
Ba Roi Heo Sốt Bbq,ba roi heo sốt bbq,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.944
Thit Heo Luoc,thit heo luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.933
Ba Roi Heo C.P,ba roi heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.999
Sườn Heo Non,sườn heo non,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.854
Heo Xay - (Kg),heo xay - kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.999
Mo Heo - (Kg),mo heo - kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.999
Nac Dam Heo Tuoi - (Kg),nac dam heo tuoi - kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.979
Meat Deli Thit Heo,meat deli thit heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.999
Sườn Non Heo Brazil,sườn non heo brazil,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.953
Thit Heo Xay /Kg,thit heo xay /kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Nac Heo Xay (Kg),nac heo xay kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Cot Let Heo Tuoi Khong Da (Kg),cot let heo tuoi khong da kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.97
Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.999
Sườn Non Heo C.P,sườn non heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Nac Roi Heo Xay 0.62Kg,nac roi heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.995
Thit Heo Lam Sach,thit heo lam sach,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.939
Lòng Heo Nướng (Phần),lòng heo nướng phần,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.915
Meat Deli Thit Dui Heo,meat deli thit dui heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.997
Meat Deli Thit Heo Xay,meat deli thit heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.998
Thit Dui Heo-Vs990,thit dui heo-vs990,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.989
Trc - Canh Gio Heo Cu Sen,trc - canh gio heo cu sen,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.925
Rtc - Cảnh Giò Heo Cỏ Sen,rtc - cảnh giò heo cỏ sen,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.874
Rtc - Canh Gio Heo Cu Sen,rtc - canh gio heo cu sen,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.885
Ba Rọi Heo C.P,ba rọi heo c p,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Cot Let Heo Kgvs990,cot let heo kgvs990,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.985
Gio Heo,gio heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
Dĩm Heo Nướng Bbq,dĩm heo nướng bbq,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.876
Ba Roi Bo Hap Kho Qua,ba roi bo hap kho qua,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
Ba Rọi Bò Mỹ,ba rọi bò mỹ,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.983
Nabe Bò Mỹ,nabe bò mỹ,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.967
Bò Mỹ,bò mỹ,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.996
BÒ MỸ THÊM LẨU,bò mỹ thêm lẩu,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.957
3F Ức Gà Slim 3 Fit (K),3f ức gà slim 3 fit k,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.948
3F Phi Lê Ức Gà Không Da (K),3f phi lê ức gà không da k,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.943
Ức Gà Slim & Fit (K),ức gà slim & fit k,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.94
Ức Gà Phi Lê Có Da,ức gà phi lê có da,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.947
Ức Gà Có Xương,ức gà có xương,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.958
Ức Gà Phi Lê Có Da (Kg),ức gà phi lê có da kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
Má Đùi Gà Cắt Sẵn,má đùi gà cắt sẵn,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.85
Ức Gà Phi Lê Có Da (Kg),ức gà phi lê có da kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
Japfa - Phi Le Uc Ga Khong Da 300G - (Khay),japfa - phi le uc ga khong da - khay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.91
Ức Gà Nướng Phô Mai,ức gà nướng phô mai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.98
Ức Gà Phô Mai,ức gà phô mai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
Ga Sot Mat Ong 1/2,ga sot mat ong 1/2,Thịt - Hải sản - Trứng,Gia vị - Sốt - Dầu,0.976
Ga Sot Mat Ong,ga sot mat ong,Thịt - Hải sản - Trứng,Gia vị - Sốt - Dầu,0.992
Chef Biggy - Chan Ga Vi Mat Ong 30G,chef biggy - chan ga vi mat ong,Thịt - Hải sản - Trứng,Gia vị - Sốt - Dầu,0.872
Uc Ga Pho Mai,uc ga pho mai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.966
Ức Gà Nướng Phô Mai,ức gà nướng phô mai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.98
Ức Gà Phô Mai,ức gà phô mai,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,0.963
Mi Omachi Sot Bo Ham 81G,mi omachi sot bo ham,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.995
Mì Kokomi Cay,mì kokomi cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,1.0
Omachi - Mì Dinh Dưỡng Khoai Tây Trộn Xốt Spaghetti Gói 90G,omachi - mì dinh dưỡng khoai tây trộn xốt spaghetti gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.95
Sedaap - Mì Trộn Khô Cà Cay Truyền Thống Gói 87G,sedaap - mì trộn khô cà cay truyền thống gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.915
Acecook - Mì Modern Xtreme Bò Ly 66G,acecook - mì modern xtreme bò ly,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.914
Modern Mì Kim Chi Bưng Ka Y 66G X Ly,modern mì kim chi bưng ka y x ly,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.935
Indomie - Mì Xào Khô Cay Nóng 85G,indomie - mì xào khô cay nóng,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.991
Mi Kokomi Suon Hanh Phi 90G,mi kokomi suon hanh phi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.973
Indomie - Mì Xào Khô Cay Nóng 85G (Gói),indomie - mì xào khô cay nóng gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.993
Indomie - Mì Xào Khô Đặc Biệt 85G (Gói),indomie - mì xào khô đặc biệt gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.991
Mì Handy Hảo Hảo Tomyum Ly 67G,mì handy hảo hảo tomyum ly,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.988
Mì Kokomi Pro Tôm Cay Sa Tế Gói 75G,mì kokomi pro tôm cay sa tế gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.995
Mì Omachi Xốt Spaghetti Gói 90G,mì omachi xốt spaghetti gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.988
Mì Tôm Chua Cay Hảo Hảo Handy Ly 67G,mì tôm chua cay hảo hảo handy ly,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.992
Mì Goreng Pedas Xào Khô Vị Cay Nồng Gói 79Gr,mì goreng pedas xào khô vị cay nồng gói 79gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.944
Indomie Mì Xào Khô Mì Goreng Pedas Vị Cay Nồng 79G X Ơi,indomie mì xào khô mì goreng pedas vị cay nồng x ơi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.996
Mì Goreng Iga Penyet Xào Khô Vị Sườn Gói 80Gr,mì goreng iga penyet xào khô vị sườn gói 80gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.956
Mì Goreng Xào Khô Vị Đặc Biệt Gói 85Gr,mì goreng xào khô vị đặc biệt gói 85gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.973
Mì Hảo Hảo Tôm Chua Cay 75G,mì hảo hảo tôm chua cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.994
Mì Kokomi Đại Tôm Chua Cay Gói 90Gr,mì kokomi đại tôm chua cay gói 90gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.992
Mì Hảo Hảo Tôm Chua Cay 75G,mì hảo hảo tôm chua cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.994
Ck Mi Tron Indomie/1 Phan,ck mi tron indomie/1 phan,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.981
Ck Mi Tron Indomie,ck mi tron indomie,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.995
Mì Hảo Hảo Xào Hải Sản Đậm Vị Việt 71G/72G,mì hảo hảo xào hải sản đậm vị việt /,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.973
Mì Omachi Xốt Bò Hầm,mì omachi xốt bò hầm,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.998
Acecook Mì Lâu Thái Hương Vị Tôm,acecook mì lâu thái hương vị tôm,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.907
Mì Xào Hảo Hảo 75G Tôm Xào Chua Ngọt,mì xào hảo hảo tôm xào chua ngọt,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.974
Mì Xào Hải Sản Hảo Hảo 71G/72G Đậm Vi,mì xào hải sản hảo hảo / đậm vi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.975
Ck Mi Tron Indomie/1 Phan,ck mi tron indomie/1 phan,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.981
Mì Cay Nissin Vị Gà Cay Phô Mai Hàn Quốc Gói 72G,mì cay nissin vị gà cay phô mai hàn quốc gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.929
Indomie Mì Gà Giòn Sợi Cay 85G,indomie mì gà giòn sợi cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.977
Indomie Mì Cay Nong 75G,indomie mì cay nong,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.995
Mì Hảo Hảo Gà Vàng Gói 74Gr,mì hảo hảo gà vàng gói 74gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.959
Mi Omachi Bap Bo Ham 80G,mi omachi bap bo ham,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.996
Indomie Mi Goreng Dac Biet 85G/1 Goi,indomie mi goreng dac biet /1 goi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.958
Mì Siukay Bò 12G/24,mì siukay bò /24,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.984
Mì Tô Siukay Hải Sản,mì tô siukay hải sản,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.985
Hảo Hảo Mì Ly Handy Hương Vị Tomyum 67G,hảo hảo mì ly handy hương vị tomyum,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.987
Mì Siukay Bò 127G/24,mì siukay bò /24,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.984
Mì Siukay Hải Sản 128G/24,mì siukay hải sản /24,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.982
Mì Ly Hotpot,mì ly hotpot,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.913
Mì Omachi Vị Tôm,mì omachi vị tôm,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,1.0
Mì Goreng Xào Khô Vị Đặc Biệt Gói 85Gr,mì goreng xào khô vị đặc biệt gói 85gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.973
Mì Unif Bò Rau Thơm Gói 72G*30,mì unif bò rau thơm gói 30,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.907
Mì Goreng Xào Khô Vị Đặc Biệt Gói 85Gr,mì goreng xào khô vị đặc biệt gói 85gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.973
Omachi Mì Trộn Thịt Xiên Nướng,omachi mì trộn thịt xiên nướng,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.976
Mì Xào Hảo Hảo Tôm Xào Chua Ngọt Gói 75G,mì xào hảo hảo tôm xào chua ngọt gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.978
Mì Xào Hảo Hảo Vị Tôm Chua Cay Gói 75G,mì xào hảo hảo vị tôm chua cay gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.997
Mì Hảo Hảo Sườn Heo Tỏi Phi Gói 73G,mì hảo hảo sườn heo tỏi phi gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.966
Mì Xào Gói Indomie Mi Goreng Đặc Biệt Gói 85G,mì xào gói indomie mi goreng đặc biệt gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.998
Mì Trộn Omachi Xốt Spaghetti Gói 90G,mì trộn omachi xốt spaghetti gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.991
Sedaap Mi Tron Goreng 90G/1 Goi,sedaap mi tron goreng /1 goi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.964
Omachi - Mì Cay Phô Mai 131G - (Gói),omachi - mì cay phô mai - gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.999
Mì Trộn Handy Hảo Hảo Tôm Chua Cay Tô 93G - (Tô),mì trộn handy hảo hảo tôm chua cay tô - tô,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.98
Kokomi Dai Mi 90 Tom Chua Cay (Co Thit) 90Gr X Ly,kokomi dai mi 90 tom chua cay co thit 90gr x ly,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.979
Omachi Mi Tron Vi Thit Xien Nuong To 104G,omachi mi tron vi thit xien nuong to,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.972
Mi Omachi Special Bo Ham Xot Vang Goi 92G,mi omachi special bo ham xot vang goi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.959
Mi Omachi Suon Ham Ngo Qua Goi 80G,mi omachi suon ham ngo qua goi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.979
Mi Tron Khoai Tay Omachi Xot Spaghetti Goi 91G/90G,mi tron khoai tay omachi xot spaghetti goi /,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.985
Mi Tron Vi Mi Xao Sedaap 90G,mi tron vi mi xao sedaap,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.992
Mi Tron Sedaap Vi Ga Cay Han Quoc 87G,mi tron sedaap vi ga cay han quoc,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.931
Mi Tron Sedaap Vi Ga Cay Pho Mai Han Quoc,mi tron sedaap vi ga cay pho mai han quoc,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.897
M1 Kokomi Dai Tom Chua Cay Goi 90Gr,m1 kokomi dai tom chua cay goi 90gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.923
Omachi Mi Bo Ham 93G/1 To,omachi mi bo ham /1 to,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.997
Mì Handy Hảo Hảo Tôm Chua Cay Ly 67G,mì handy hảo hảo tôm chua cay ly,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.992
Ck Mi Tron Indomie,ck mi tron indomie,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.995
Ck Mi Tron Indomie/ 1 Phan,ck mi tron indomie/ 1 phan,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.977
Ck Mi Tron Indomie/1 Phan,ck mi tron indomie/1 phan,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.981
Mi Omachi Lau Cua Pho Mai Ga 91Gr/24,mi omachi lau cua pho mai ga 91gr/24,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.899
Omachi Mi Tron K.Tay Xot Spaghetti 90G,omachi mi tron k tay xot spaghetti,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.989
Kokomi Dai Mi 90 Huong Vi Suon 90G T30,kokomi dai mi 90 huong vi suon t30,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.958
Mì Goreng Xào Khô Vị Đặc Biệt Gói 85Gr,mì goreng xào khô vị đặc biệt gói 85gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.973
Kokomi Dai Mi 90 Huong Vi Suon 90Gr T30,kokomi dai mi 90 huong vi suon 90gr t30,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.934
Kokomi Mi Tom Chua Cay 65G,kokomi mi tom chua cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.997
Ck Mi Tron Indomie/ 1 Phan,ck mi tron indomie/ 1 phan,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.977
Mì Hảo Hảo Tôm Chua Cay,mì hảo hảo tôm chua cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.994
Mì Omachi Suon Ham To,mì omachi suon ham to,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.999
Mi Omachi Xot Bo Ham Goi 80G/81G,mi omachi xot bo ham goi /,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.994
Mi Omachi Special Bo Ham Xot Vang Goi 92G,mi omachi special bo ham xot vang goi,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.959
Mi Tron Khoai Tay Omachi Xot Spaghetti Goi 91G/90G,mi tron khoai tay omachi xot spaghetti goi /,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.985
Mi Xao Kho Indomie C,mi xao kho indomie c,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.99
Mì Unif Bò Rau Thơm Gói 72G*30,mì unif bò rau thơm gói 30,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.907
Mì Chay Hảo Hảo Hương Vị Rau Nấm 74Gr,mì chay hảo hảo hương vị rau nấm 74gr,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.868
Goreng Mì Xào Khô Đặc Biệt 85G X Gói,goreng mì xào khô đặc biệt x gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.974
Acecook - Mì Ăn Liền Hảo Hảo Tôm Chua Cay 75G,acecook - mì ăn liền hảo hảo tôm chua cay,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.986
Omachi - Mì Bắp Bò Hầm Dúa Chua Gói 125G,omachi - mì bắp bò hầm dúa chua gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.98
Omachi - Mì Ăn Liền Khoai Tây Tròn Xách Hộp 35G,omachi - mì ăn liền khoai tây tròn xách hộp,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.945
Goreng Mì Xào Khô Đặc Biệt 85G X Gói,goreng mì xào khô đặc biệt x gói,Mì - Ngũ cốc - Khô,Mì - Ngũ cốc - Khô,0.974
